,accuracy,iou,loss,val_accuracy,val_iou,val_loss,epoch
0,0.7793736457824707,0.13925299048423767,0.5902674198150635,0.744951605796814,0.15209323167800903,0.5570788979530334,0
1,0.7795510292053223,0.14860835671424866,0.5067335367202759,0.744951605796814,0.1642000377178192,0.5401643514633179,1
2,0.7798712849617004,0.18140920996665955,0.4625450670719147,0.7557966113090515,0.21218028664588928,0.49246352910995483,2
3,0.7906659245491028,0.2119295299053192,0.4402722716331482,0.7726064324378967,0.2400730550289154,0.46766340732574463,3
4,0.7973248362541199,0.21634502708911896,0.4315216839313507,0.7736984491348267,0.2327343225479126,0.4878160357475281,4
5,0.8143547177314758,0.2521590292453766,0.40587306022644043,0.7700298428535461,0.22498424351215363,0.4985043704509735,5
6,0.8192360997200012,0.2633329927921295,0.4000256657600403,0.7611781358718872,0.24365118145942688,0.47262459993362427,6
7,0.8277478218078613,0.27257275581359863,0.3929803967475891,0.7754524350166321,0.25959670543670654,0.4485700726509094,7
8,0.83132404088974,0.28466522693634033,0.3815077543258667,0.7779297828674316,0.2557772099971771,0.45399028062820435,8
9,0.8357952833175659,0.2965710163116455,0.3719043731689453,0.7870177030563354,0.2582446336746216,0.4492575526237488,9
10,0.8370307087898254,0.30094024538993835,0.3709646165370941,0.7864494323730469,0.25722286105155945,0.458260178565979,10
11,0.8373599648475647,0.3071988523006439,0.3676622807979584,0.7905955910682678,0.2717878818511963,0.4336979389190674,11
12,0.8411402702331543,0.3171818256378174,0.3565698266029358,0.7966532707214355,0.27410170435905457,0.43198394775390625,12
13,0.8435563445091248,0.31081339716911316,0.35904666781425476,0.8178383111953735,0.3139877915382385,0.3943851590156555,13
14,0.8479797840118408,0.32776346802711487,0.3519624173641205,0.793130099773407,0.2965851426124573,0.4389550983905792,14
15,0.8522809743881226,0.3427406847476959,0.34211912751197815,0.7831582427024841,0.29121965169906616,0.4456295073032379,15
16,0.8567683100700378,0.35463905334472656,0.329425185918808,0.8091564178466797,0.3109942674636841,0.43527233600616455,16
17,0.8663563132286072,0.3778182864189148,0.31569963693618774,0.815643846988678,0.3010869026184082,0.4206748902797699,17
18,0.8670661449432373,0.3718777596950531,0.31836506724357605,0.829849898815155,0.34504860639572144,0.37795430421829224,18
