,accuracy,iou,loss,val_accuracy,val_iou,val_loss,epoch
19,0.8708817362785339,0.39213818311691284,0.3099309504032135,0.8185703754425049,0.31372207403182983,0.3929659426212311,19
20,0.8648226261138916,0.3781350553035736,0.31744447350502014,0.8106492757797241,0.29413360357284546,0.40162473917007446,20
21,0.8697565197944641,0.3926100432872772,0.3016410171985626,0.8140556216239929,0.32144469022750854,0.40160369873046875,21
22,0.8753169178962708,0.412301629781723,0.2899809181690216,0.8162837028503418,0.3355344831943512,0.40679511427879333,22
23,0.8810400366783142,0.42850610613822937,0.2804951071739197,0.8120439648628235,0.3037678003311157,0.4370942711830139,23
24,0.8905804753303528,0.4545902609825134,0.26548483967781067,0.8135289549827576,0.34667718410491943,0.43018394708633423,24
25,0.8835367560386658,0.44210079312324524,0.27316978573799133,0.7971013784408569,0.35638272762298584,0.4587109386920929,25
26,0.8903666138648987,0.44950875639915466,0.27394092082977295,0.8177050948143005,0.36272361874580383,0.3942880928516388,26
27,0.8899004459381104,0.460100382566452,0.2670733332633972,0.810231626033783,0.3410188853740692,0.4380112886428833,27
28,0.8935449123382568,0.46425968408584595,0.2604573667049408,0.8054625391960144,0.2676413655281067,0.5374140739440918,28
29,0.889433741569519,0.44765955209732056,0.2708539366722107,0.7847446799278259,0.22876416146755219,0.5381186604499817,29
30,0.8813468217849731,0.44092708826065063,0.2754235565662384,0.8126805424690247,0.3131844997406006,0.45405763387680054,30
31,0.9043797254562378,0.4970852732658386,0.2383994162082672,0.7788754105567932,0.31284981966018677,0.5523654222488403,31
32,0.9110346436500549,0.5275702476501465,0.22154930233955383,0.7901256084442139,0.28819572925567627,0.6366738677024841,32
33,0.92204749584198,0.5612781643867493,0.20142948627471924,0.7972730398178101,0.27777278423309326,0.649199903011322,33
34,0.9193257093429565,0.56101393699646,0.20707646012306213,0.8120351433753967,0.3438776135444641,0.5233767032623291,34
35,0.9192976355552673,0.5549419522285461,0.20371396839618683,0.8204280138015747,0.4013221263885498,0.5202544331550598,35
36,0.9261991381645203,0.5784663558006287,0.189869686961174,0.7987514138221741,0.3694327473640442,0.7763931155204773,36
37,0.929773211479187,0.5962716341018677,0.18230798840522766,0.8169851899147034,0.3801037073135376,0.7403231859207153,37
38,0.9280197620391846,0.5941618084907532,0.1895996779203415,0.8006357550621033,0.3567650318145752,0.7762677669525146,38
39,0.9324716925621033,0.6091151237487793,0.17898793518543243,0.8206899166107178,0.3780222237110138,0.5224993228912354,39
40,0.9336715340614319,0.6192663311958313,0.17523685097694397,0.8265268802642822,0.3845036029815674,0.4626992344856262,40
41,0.9372015595436096,0.6455650925636292,0.15973280370235443,0.7952964901924133,0.29882338643074036,0.6292145848274231,41
42,0.9446858167648315,0.672437846660614,0.13908427953720093,0.8160049319267273,0.3605826199054718,0.6655054688453674,42
43,0.947223961353302,0.6791248917579651,0.1347271054983139,0.8110324144363403,0.39577919244766235,0.6682135462760925,43
44,0.9472079277038574,0.6875709891319275,0.13806582987308502,0.805268406867981,0.36884886026382446,0.6632161736488342,44
45,0.9438254237174988,0.668690025806427,0.14785151183605194,0.8180160522460938,0.40623360872268677,0.47645318508148193,45
46,0.9426979422569275,0.6683549284934998,0.15343248844146729,0.803218424320221,0.35509586334228516,0.4663291573524475,46
47,0.9362828731536865,0.628815233707428,0.16404862701892853,0.8041520118713379,0.37345418334007263,0.5376539826393127,47
48,0.9370487332344055,0.6410190463066101,0.15767152607440948,0.7949523329734802,0.3796197175979614,0.49750620126724243,48
49,0.9439523220062256,0.6711516380310059,0.1450553685426712,0.8161294460296631,0.41997823119163513,0.4914175868034363,49
