,accuracy,iou,loss,val_accuracy,val_iou,val_loss,epoch
0,0.6473884582519531,0.17254841327667236,0.659707248210907,0.744951605796814,0.17446354031562805,0.5903575420379639,0
1,0.7795509099960327,0.13835330307483673,0.548086404800415,0.7449506521224976,0.19005097448825836,0.5454596281051636,1
2,0.779381275177002,0.1722724735736847,0.49609267711639404,0.7289950251579285,0.2015213519334793,0.5077364444732666,2
3,0.7891402244567871,0.20993125438690186,0.43463587760925293,0.7377574443817139,0.22992932796478271,0.48144447803497314,3
4,0.8098501563072205,0.2397555112838745,0.4197233319282532,0.7399678230285645,0.245857834815979,0.47119179368019104,4
5,0.8097901940345764,0.2428208291530609,0.41089361906051636,0.7432473301887512,0.24393939971923828,0.46831458806991577,5
6,0.813109278678894,0.25048643350601196,0.4080161154270172,0.745554506778717,0.2513999938964844,0.467833548784256,6
7,0.8137475252151489,0.2557707130908966,0.40426135063171387,0.7466264963150024,0.2487608939409256,0.47020477056503296,7
8,0.8163008689880371,0.25742149353027344,0.40203043818473816,0.7491315007209778,0.25084149837493896,0.46886786818504333,8
9,0.8179579973220825,0.2598307728767395,0.400202214717865,0.7531546354293823,0.2537463903427124,0.46636876463890076,9
10,0.818818986415863,0.2611229717731476,0.3997223675251007,0.7508895993232727,0.2548564374446869,0.46572941541671753,10
11,0.8188067674636841,0.26038607954978943,0.39769017696380615,0.7537125945091248,0.2559622526168823,0.46495169401168823,11
12,0.8217734098434448,0.266832172870636,0.39345377683639526,0.7636036276817322,0.2595086395740509,0.4656907320022583,12
13,0.8238661289215088,0.2736423909664154,0.39042389392852783,0.7626700401306152,0.2552824020385742,0.4702474772930145,13
14,0.8226208686828613,0.2698855698108673,0.38987764716148376,0.7690041661262512,0.2627878487110138,0.4620044231414795,14
15,0.821908175945282,0.27323785424232483,0.38857603073120117,0.7758742570877075,0.2720443308353424,0.45062533020973206,15
16,0.8223803043365479,0.27037152647972107,0.38609471917152405,0.7636798620223999,0.2756006419658661,0.4559883177280426,16
17,0.8257132172584534,0.28086569905281067,0.37861162424087524,0.7745553255081177,0.2770726978778839,0.45629388093948364,17
18,0.8331771492958069,0.30185070633888245,0.37052440643310547,0.7819277048110962,0.256242960691452,0.4589437246322632,18
19,0.8345977663993835,0.2980300486087799,0.36662212014198303,0.7942015528678894,0.2973487079143524,0.4318992495536804,19
20,0.8359612226486206,0.30895665287971497,0.36313408613204956,0.7888553142547607,0.2692859470844269,0.43656229972839355,20
21,0.8383246660232544,0.3138277530670166,0.3617216944694519,0.7753615975379944,0.25966331362724304,0.45289453864097595,21
22,0.839080810546875,0.31624120473861694,0.3566972613334656,0.7940893769264221,0.2854239344596863,0.4296788275241852,22
23,0.8421424627304077,0.3197445273399353,0.35363534092903137,0.7956491708755493,0.28528499603271484,0.4207230806350708,23
24,0.8444527387619019,0.31194624304771423,0.35282421112060547,0.7970485091209412,0.2994534373283386,0.42522260546684265,24
25,0.8533763885498047,0.34873446822166443,0.34108033776283264,0.799318253993988,0.3003290593624115,0.42652732133865356,25
26,0.8509123921394348,0.3537159264087677,0.33773255348205566,0.7934126257896423,0.26597970724105835,0.46050986647605896,26
27,0.8471465706825256,0.3093706965446472,0.34443843364715576,0.8034457564353943,0.3121788203716278,0.43634480237960815,27
28,0.8598544001579285,0.363542377948761,0.33055979013442993,0.8109228610992432,0.3276115655899048,0.3981119692325592,28
29,0.8625250458717346,0.3793046176433563,0.31961649656295776,0.805040180683136,0.28129690885543823,0.4540630280971527,29
30,0.8585909008979797,0.3577495515346527,0.3228228688240051,0.8063034415245056,0.3266286253929138,0.43391773104667664,30
31,0.8636249303817749,0.3684612214565277,0.31901711225509644,0.7992228865623474,0.31683921813964844,0.4308862090110779,31
32,0.8610907793045044,0.3775741159915924,0.3186861574649811,0.8194121718406677,0.3072236180305481,0.4265509843826294,32
