,accuracy,iou,loss,val_accuracy,val_iou,val_loss,epoch
33,0.8640474081039429,0.37290018796920776,0.3154907822608948,0.8191184997558594,0.31126275658607483,0.44162026047706604,33
34,0.8678452968597412,0.3859948217868805,0.30737560987472534,0.8260961174964905,0.32644122838974,0.4364182651042938,34
35,0.8667217493057251,0.38373565673828125,0.3070085644721985,0.823115885257721,0.3738413155078888,0.39434072375297546,35
36,0.8739789128303528,0.4058651328086853,0.29949694871902466,0.8307197690010071,0.31600046157836914,0.4539685845375061,36
37,0.8731715679168701,0.3987171947956085,0.2998046576976776,0.833613932132721,0.36301353573799133,0.37123343348503113,37
38,0.8836421370506287,0.4337175190448761,0.2739226818084717,0.8246925473213196,0.3331049084663391,0.46507376432418823,38
39,0.8864964842796326,0.4435478746891022,0.2725867033004761,0.8271764516830444,0.3082777261734009,0.4540269076824188,39
40,0.8893555402755737,0.4535416066646576,0.26979273557662964,0.8235639929771423,0.3239489495754242,0.41097569465637207,40
41,0.8866441249847412,0.44167447090148926,0.2748086452484131,0.8158707618713379,0.307400643825531,0.4737761616706848,41
42,0.8876504302024841,0.44403499364852905,0.2705082893371582,0.8316991925239563,0.34529930353164673,0.44576138257980347,42
43,0.8897098898887634,0.4648089110851288,0.26337555050849915,0.8245461583137512,0.3265695571899414,0.4414660632610321,43
44,0.8991925716400146,0.48174357414245605,0.24402675032615662,0.8439455628395081,0.4011056423187256,0.44008439779281616,44
45,0.8943159580230713,0.4820592999458313,0.2504428029060364,0.8302862048149109,0.33853691816329956,0.4784001410007477,45
46,0.892830491065979,0.4668128192424774,0.2503991425037384,0.8381497859954834,0.399372398853302,0.4701096713542938,46
47,0.894400417804718,0.4671584665775299,0.2573901116847992,0.8388171195983887,0.4164843261241913,0.4208015203475952,47
48,0.9038439393043518,0.5130717754364014,0.22999584674835205,0.8434076905250549,0.4384423494338989,0.4275251626968384,48
49,0.9053452610969543,0.5143862366676331,0.22711887955665588,0.8491613268852234,0.45261645317077637,0.4060741066932678,49
